c0,981.0566250000002,2579.3469999999998
c1,521,1267
c2,1112.9376250000003,2813.9725
c3,1367.4986250000002,2645.2874999999995
c4,1252,2426
c5,956.5206250000002,2892.1809999999996
c6,669.7561250000002,2393.7934999999998
c7,835.3741250000002,2306.3839999999996
c8,925.8506250000003,2248.1109999999994
c9,1102.2031250000002,2148.4334999999996
c10,1209.5481250000003,2090.1605
c11,1143.6076250000003,1608.6414999999997
c12,927.7675,1619.3759999999997
c13,1110.2540000000001,1297.3409999999997
c14,903.2315,1288.1399999999996
c15,857.2265,1283.5394999999996
c16,685.4745,1280.4724999999996
c17,690.075,1449.1574999999996
c18,731.4795,1651.5794999999996
c19,507.58850000000007,1456.8249999999996
c20,279.097,1433.8224999999995
c21,299.0325,1236.0009999999997
c22,365.99533333333335,1862.0949722222222
c23,301.58833333333337,1645.8714722222219
c24,872.0503333333335,1167.419472222222
c25,465.67283333333336,848.451472222222
c26,477.9408333333334,756.441472222222
c27,914.9883333333335,785.577972222222
c28,359.8613333333334,946.5954722222219
c29,392.0648333333334,833.116472222222
c30,1715.6883194444445,1281.7930138888885
c31,1718.9804761904763,2393.1119444444444
c32,1972.8599206349206,1726.8913888888892
c33,1979.6754761904763,1808.6780555555556
c34,2010.3454761904763,2094.931388888889
c35,2156.879920634921,2074.484722222222
c36,2180.7343650793655,2260.208611111111
c37,2187.5499206349205,1788.231388888889
c38,2284.6715873015874,1776.3041666666666
c39,2325.564920634921,2047.2225
c40,2507.8810317460316,2026.7758333333334
c41,2458.4682539682544,1607.6191666666668
c42,2610.114365079365,2011.4408333333333
c43,2620.3376984126985,1875.1297222222222
c44,2855.4743650793653,1870.0180555555555
c45,2848.6588095238094,2004.625277777778
c46,2637.3765873015873,2081.300277777778
c47,2863.9938095238094,1554.7986111111113
c48,1897.9740039682542,1249.2487361111114
c49,2437.766003968254,1172.5737361111114
c50,2857.9450039682542,1129.6357361111113
c51,3029.697003968254,1037.6257361111113
c52,3043.498503968254,1097.4322361111113
c53,2922.3520039682544,783.0647361111114
c54,2848.7440039682547,907.2782361111114
c55,3144.7095039682545,760.0622361111114
c56,3186.1140039682546,1077.4967361111112
c57,3371.6675039682546,1045.2932361111114
c58,3244.3870039682542,1198.6432361111115
c59,3253.5880039682543,1296.7872361111113
c60,3325.6625039682544,1281.4522361111112
c61,3397.737003968254,1267.6507361111114
c62,3353.265503968254,1399.5317361111113
c63,3060.3670039682543,1221.6457361111113
c64,3081.8360039682543,1322.8567361111113
c65,3098.7045039682544,1448.6037361111114
c66,3627.7620039682542,1440.9362361111114
c67,3756.5760039682546,1491.5417361111113
c68,3837.8515039682547,1555.9487361111114
c69,4052.5415039682543,1511.4772361111113
c70,4043.3405039682543,1482.3407361111115
c71,3808.7150039682547,1503.8097361111113
c72,3745.8415039682545,1417.9337361111113
c73,4611.014,1423.088
c74,4235.3065,1470.6265
c75,4213.837500000001,1282.0059999999999
c76,4160.165,1222.1995000000002
c77,4262.9095,1206.8645000000001
c78,4207.7035000000005,1170.0605
c79,3654.11,996.775
c80,4055.887,941.569
c81,3983.8125,530.591
c82,4540.473,443.18149999999997
c83,4601.813,779.018
c84,4706.091,780.5515
c85,4808.8355,752.9485000000001
c86,4710.6915,858.76
c87,4739.828,277.56350000000003
c88,4517.4705,887.8965000000001
c89,4658.5525,1062.7155
c90,4686.155500000001,1225.2665000000002
c91,4594.1455000000005,1242.135
c92,4896.245,1196.13
c93,4851.7735,852.6260000000001
c94,4633.633125,876.011875
c95,2275,1652
c96,2983,786
c97,3414,1398
c98,3947,956
